diff	method	para
0.672204424732501	alpha_1	simulation8
0.0235992080646598	alpha_1	simulation8
-0.0798493011156046	alpha_1	simulation8
-0.0625865311423071	alpha_1	simulation8
-0.0658893300437815	alpha_1	simulation8
-0.0528867060111865	alpha_1	simulation8
-0.0711653039021371	alpha_1	simulation8
-0.0623859414839025	alpha_1	simulation8
0.128830308865034	alpha_1	simulation8
0.0921972663938817	alpha_1	simulation8
0.094373203163678	alpha_1	simulation8
0.17065121604322	alpha_1	simulation8
-0.08263451107455	alpha_1	simulation8
-0.0675928384601141	alpha_1	simulation8
-0.0523586418921679	alpha_1	simulation8
-0.0657658140061759	alpha_1	simulation8
0.021714382751888	alpha_1	simulation8
0.5202087863267	alpha_1	simulation8
-0.0176270688733566	alpha_1	simulation8
-0.0792674012945133	alpha_1	simulation8
-0.0777542342063377	alpha_1	simulation8
-0.0573867882735294	alpha_1	simulation8
-0.037786032721606	alpha_1	simulation8
-0.0615504797216279	alpha_1	simulation8
-0.000341469563573497	alpha_1	simulation8
0.544779135867294	alpha_1	simulation8
-0.0571541681038139	alpha_1	simulation8
-0.079570662103934	alpha_1	simulation8
-0.0407487770557813	alpha_1	simulation8
-0.0506136303502242	alpha_1	simulation8
-0.0417953688087123	alpha_1	simulation8
-0.0688899165632925	alpha_1	simulation8
0.311869890738216	alpha_1	simulation8
-0.0224549635557106	alpha_1	simulation8
-0.0129691881563017	alpha_1	simulation8
0.181568325309255	alpha_1	simulation8
-0.0577648262785289	alpha_1	simulation8
-0.0545629024446377	alpha_1	simulation8
-0.04631318556104	alpha_1	simulation8
-0.0567873009788298	alpha_1	simulation8
0.0704019510777286	alpha_1	simulation8
-0.0466290755820834	alpha_1	simulation8
0.0949659519561573	alpha_1	simulation8
0.301294527180038	alpha_1	simulation8
-0.0723114952117221	alpha_1	simulation8
-0.0387775673224998	alpha_1	simulation8
-0.0440095028437133	alpha_1	simulation8
-0.0620991059147483	alpha_1	simulation8
0.58939898798019	alpha_1	simulation8
0.101632463638521	alpha_1	simulation8
-0.0801914930564362	alpha_1	simulation8
-0.0692661540236836	alpha_1	simulation8
-0.0720418801802738	alpha_1	simulation8
-0.0549945504121695	alpha_1	simulation8
-0.0694264295816988	alpha_1	simulation8
-0.0547141983650579	alpha_1	simulation8
0.624112901695807	alpha_1	simulation8
0.0420422231923066	alpha_1	simulation8
-0.0678951650904251	alpha_1	simulation8
-0.0511416919541722	alpha_1	simulation8
-0.0674788395804534	alpha_1	simulation8
-0.0542396457144308	alpha_1	simulation8
-0.070664261575855	alpha_1	simulation8
-0.060584323892721	alpha_1	simulation8
0.311156536424775	alpha_1	simulation8
0.360396779548524	alpha_1	simulation8
-0.0856372220054232	alpha_1	simulation8
-0.0681649601100936	alpha_1	simulation8
-0.0808735408927424	alpha_1	simulation8
-0.055879605254454	alpha_1	simulation8
-0.0600724752562571	alpha_1	simulation8
-0.0639871111889164	alpha_1	simulation8
0.384928257053455	alpha_1	simulation8
0.307136658307745	alpha_1	simulation8
-0.0885826791408355	alpha_1	simulation8
-0.0719177708201649	alpha_1	simulation8
-0.0803022499526373	alpha_1	simulation8
-0.0575481710974407	alpha_1	simulation8
-0.0653647006693357	alpha_1	simulation8
-0.061442566647364	alpha_1	simulation8
0.696725345981631	alpha_1	simulation8
-0.0247340089134121	alpha_1	simulation8
-0.0779584725778357	alpha_1	simulation8
-0.0567644125811987	alpha_1	simulation8
-0.0668732323943004	alpha_1	simulation8
-0.0414277568222026	alpha_1	simulation8
-0.0685620265281649	alpha_1	simulation8
-0.0608656136317167	alpha_1	simulation8
0.351261229578283	alpha_1	simulation8
0.00779065117204389	alpha_1	simulation8
0.0315947001787088	alpha_1	simulation8
0.00502595934263342	alpha_1	simulation8
-0.0389809954322929	alpha_1	simulation8
-0.0136202345476026	alpha_1	simulation8
-0.0515106373642601	alpha_1	simulation8
-0.0517073592083099	alpha_1	simulation8
0.719107299830379	alpha_1	simulation8
-0.0584882328723714	alpha_1	simulation8
-0.0651259270576274	alpha_1	simulation8
-0.0599989725644545	alpha_1	simulation8
-0.0543095173131718	alpha_1	simulation8
-0.0514215375905814	alpha_1	simulation8
-0.0698611233064907	alpha_1	simulation8
-0.0578453712386799	alpha_1	simulation8
0.638316732057123	alpha_1	simulation8
-0.0477273557274591	alpha_1	simulation8
-0.0626740597263229	alpha_1	simulation8
-0.0455979555122828	alpha_1	simulation8
-0.0434338268319847	alpha_1	simulation8
-0.0524962395454991	alpha_1	simulation8
-0.0539357034260095	alpha_1	simulation8
-0.0409960143041649	alpha_1	simulation8
0.639804371274958	alpha_1	simulation8
0.0243025446860896	alpha_1	simulation8
-0.0809227253460605	alpha_1	simulation8
-0.0532806046501653	alpha_1	simulation8
-0.0569098671423302	alpha_1	simulation8
-0.0472450936770499	alpha_1	simulation8
-0.0701664792662162	alpha_1	simulation8
-0.0612816781808751	alpha_1	simulation8
-0.0254532102862201	alpha_1	simulation8
0.0899761447598767	alpha_1	simulation8
0.445082908397422	alpha_1	simulation8
-0.0794183403137434	alpha_1	simulation8
-0.0654278603070845	alpha_1	simulation8
-0.071806335451091	alpha_1	simulation8
-0.0447609130618776	alpha_1	simulation8
-0.0698840085444198	alpha_1	simulation8
0.261639406464239	alpha_1	simulation8
0.275156414483498	alpha_1	simulation8
0.0483568158847963	alpha_1	simulation8
-0.0731507374439301	alpha_1	simulation8
-0.0819428550844734	alpha_1	simulation8
-0.0615993846984642	alpha_1	simulation8
-0.0603092333584178	alpha_1	simulation8
-0.0645956901993988	alpha_1	simulation8
0.771749875412602	alpha_1	simulation8
-0.0722982099944864	alpha_1	simulation8
-0.0799843478110912	alpha_1	simulation8
-0.0597889687848233	alpha_1	simulation8
-0.0633182363748972	alpha_1	simulation8
-0.0527007631477487	alpha_1	simulation8
-0.0733684067938626	alpha_1	simulation8
-0.0575574387499482	alpha_1	simulation8
0.300419554727441	alpha_1	simulation8
-0.0309266727019043	alpha_1	simulation8
-0.00929387559837398	alpha_1	simulation8
-0.07098474202519	alpha_1	simulation8
0.0607737922198809	alpha_1	simulation8
0.0628043837900358	alpha_1	simulation8
-0.047596689869405	alpha_1	simulation8
-0.0551563019070899	alpha_1	simulation8
0.3651935422063	alpha_1	simulation8
-0.0372579306698562	alpha_1	simulation8
0.229630904110152	alpha_1	simulation8
-0.0606826470362125	alpha_1	simulation8
-0.0661346812770425	alpha_1	simulation8
-0.065503327140781	alpha_1	simulation8
-0.0618865864889989	alpha_1	simulation8
-0.0611893695767903	alpha_1	simulation8
0.487235097661344	alpha_1	simulation8
-0.0219485036030188	alpha_1	simulation8
0.0648817712127943	alpha_1	simulation8
-0.00710545400231863	alpha_1	simulation8
-0.0700346151310626	alpha_1	simulation8
-0.0604691763153496	alpha_1	simulation8
-0.0665479833907131	alpha_1	simulation8
-0.0616038322058055	alpha_1	simulation8
0.576709193516975	alpha_1	simulation8
-0.0624155060360098	alpha_1	simulation8
-0.00347308098709059	alpha_1	simulation8
-0.0517122140830855	alpha_1	simulation8
-0.0667753059855588	alpha_1	simulation8
0.00563749868002413	alpha_1	simulation8
-0.0693356146104898	alpha_1	simulation8
-0.0552964623423226	alpha_1	simulation8
0.175400844165604	alpha_1	simulation8
0.334872013499334	alpha_1	simulation8
-0.00324504844024895	alpha_1	simulation8
-0.0755884531626477	alpha_1	simulation8
-0.0711619977214514	alpha_1	simulation8
-0.0201939931679373	alpha_1	simulation8
-0.0523698106314113	alpha_1	simulation8
-0.0629826236204314	alpha_1	simulation8
0.105719814711449	alpha_1	simulation8
0.0756041547032948	alpha_1	simulation8
-0.0597729198803524	alpha_1	simulation8
0.339377183812116	alpha_1	simulation8
-0.0722996641477789	alpha_1	simulation8
-0.0654511787822067	alpha_1	simulation8
-0.0468273494065495	alpha_1	simulation8
-0.0598902881092358	alpha_1	simulation8
0.445007818723464	alpha_1	simulation8
-0.00227631933341578	alpha_1	simulation8
0.115029301382473	alpha_1	simulation8
-0.0325082508895319	alpha_1	simulation8
-0.0755409386105459	alpha_1	simulation8
-0.0659484781458552	alpha_1	simulation8
-0.0616603979051729	alpha_1	simulation8
-0.0612023976079636	alpha_1	simulation8
0.00802625854733184	alpha_1	simulation8
0.38850186306265	alpha_1	simulation8
0.14440181276704	alpha_1	simulation8
-0.0759669907233661	alpha_1	simulation8
-0.078268458538414	alpha_1	simulation8
-0.0668561007713242	alpha_1	simulation8
-0.050750574996768	alpha_1	simulation8
-0.0671051436553255	alpha_1	simulation8
0.5051792365973	alpha_1	simulation8
0.116556587975961	alpha_1	simulation8
-0.0390089191962736	alpha_1	simulation8
-0.0579104149584144	alpha_1	simulation8
-0.0617948129821677	alpha_1	simulation8
-0.0576065223271877	alpha_1	simulation8
-0.0661562626732999	alpha_1	simulation8
-0.0615044504141863	alpha_1	simulation8
0.395828970610042	alpha_1	simulation8
0.191569163684504	alpha_1	simulation8
-0.00371086619737737	alpha_1	simulation8
-0.053255522779944	alpha_1	simulation8
-0.0804950412523284	alpha_1	simulation8
-0.058665887435664	alpha_1	simulation8
-0.0635092285957607	alpha_1	simulation8
-0.0655012735240869	alpha_1	simulation8
0.189598157819851	alpha_1	simulation8
0.302234903186996	alpha_1	simulation8
-0.0549944144126657	alpha_1	simulation8
-0.0499989505854636	alpha_1	simulation8
0.0122886702788721	alpha_1	simulation8
-0.0571282700511571	alpha_1	simulation8
-0.0554529415676628	alpha_1	simulation8
-0.0618793972279947	alpha_1	simulation8
0.433066846191778	alpha_1	simulation8
-0.0533936852272153	alpha_1	simulation8
-0.0156656327745704	alpha_1	simulation8
0.0503537190236583	alpha_1	simulation8
-0.0362798399048744	alpha_1	simulation8
-0.0176723977150935	alpha_1	simulation8
-0.0552020250865625	alpha_1	simulation8
-0.0532121408877772	alpha_1	simulation8
0.572841644812074	alpha_1	simulation8
0.061505987848348	alpha_1	simulation8
-0.0805285179102105	alpha_1	simulation8
-0.0381654001440644	alpha_1	simulation8
-0.0693347041811707	alpha_1	simulation8
-0.0472436248939445	alpha_1	simulation8
-0.0696516718035998	alpha_1	simulation8
-0.0433725949331507	alpha_1	simulation8
0.0165568618500921	alpha_1	simulation8
-0.0513478355979736	alpha_1	simulation8
0.482880698104427	alpha_1	simulation8
-0.0119739772654138	alpha_1	simulation8
-0.0745099812305498	alpha_1	simulation8
-0.0717198130217867	alpha_1	simulation8
-0.0450457438809602	alpha_1	simulation8
-0.0634112425490413	alpha_1	simulation8
0.277230561040831	alpha_1	simulation8
0.238668445750649	alpha_1	simulation8
-0.0283424022553382	alpha_1	simulation8
-0.0346479611119757	alpha_1	simulation8
-0.0490847392950934	alpha_1	simulation8
-0.044046422171941	alpha_1	simulation8
-0.0573781786990402	alpha_1	simulation8
-0.0601401328692191	alpha_1	simulation8
0.26992635914028	alpha_1	simulation8
0.191451479687861	alpha_1	simulation8
-0.0667499289682622	alpha_1	simulation8
0.0446406009250018	alpha_1	simulation8
-0.0229885848504503	alpha_1	simulation8
-0.0514842826659202	alpha_1	simulation8
-0.0577787289121587	alpha_1	simulation8
-0.0671035446876487	alpha_1	simulation8
0.0707640681396633	alpha_1	simulation8
0.0439988573906434	alpha_1	simulation8
0.0453080686976525	alpha_1	simulation8
0.116827432409096	alpha_1	simulation8
0.0369175621634784	alpha_1	simulation8
-0.0519148629889687	alpha_1	simulation8
-0.0405884853718169	alpha_1	simulation8
-0.0256190319931146	alpha_1	simulation8
0.511743960025275	alpha_1	simulation8
0.0749074116506659	alpha_1	simulation8
0.0034233405285487	alpha_1	simulation8
-0.0584677667734366	alpha_1	simulation8
-0.0703422891105554	alpha_1	simulation8
-0.060775457818599	alpha_1	simulation8
-0.0673932022677804	alpha_1	simulation8
-0.0583516305872339	alpha_1	simulation8
0.0973310086412588	alpha_1	simulation8
0.501380633674417	alpha_1	simulation8
-0.0887714049626974	alpha_1	simulation8
-0.0689923387041394	alpha_1	simulation8
-0.0765490666301552	alpha_1	simulation8
-0.0277432038577307	alpha_1	simulation8
-0.0510842155434957	alpha_1	simulation8
-0.0649217288986916	alpha_1	simulation8
0.574289118675299	alpha_1	simulation8
-0.0248915279117372	alpha_1	simulation8
-0.08228739658781	alpha_1	simulation8
0.0338484204624749	alpha_1	simulation8
