Mixture	celltype 1	celltype 2	celltype 3	celltype 4	celltype 5	celltype 6	celltype 7	celltype 8	P-value	Correlation	RMSE	Absolute score (sig.score)
ID34	0.660995994090833	0.637079192263457	0.00487308556946519	0.223269162135328	0.0939244050610305	0.0200096852471526	0	0	0	0.846640285612952	0.548633177766994	1.64015152436727
ID35	0.16414762090129	0.333996093684694	0.39596085370694	0.486106477029359	0.247642037969635	0.016379943329805	0	0.0522371933725759	0	0.908615628415702	0.64538868577434	1.6964702199943
ID36	1.1184829663355	0.318253153715765	0.217610874609944	0	0	0	0	0	0	0.797701577426382	0.639408526048639	1.65434699466121
ID37	0.12388329965002	1.35972297927774	0	0.00362518531038484	0	0.0894270768280708	0	0	0	0.922627488828924	0.435311497085657	1.57665854106621
ID38	1.33488481729439	0.109283309466316	0	0.197130064074863	0.00349065765384389	0.00515475861272568	0	0.0367051121832797	0	0.785120232703399	0.721065336602476	1.68664871928542
ID39	0.426775750718529	1.14266324067649	0	0	0.00666018998076715	0.00411519917322195	0	0	0	0.903252861515899	0.459168626478247	1.58021438054901
ID40	0.507179301463743	0.144504655891848	0.792955136040391	0.230831819824995	0.0339238735125396	0	0	0	0	0.844962797878835	0.599916496676306	1.70939478673352
ID41	0.362057764106476	1.20735942974482	0.0105364014150936	0	0	0.00213808182877069	0.000262597983943046	0	0	0.908944565396945	0.452678490647302	1.5823542750791
ID42	0.197936304320269	0.0076400031624776	1.05069421949419	0.350626729112784	0.116743943879656	0.0162608854874517	0	0	0	0.906923003964576	0.581264153582917	1.73990208545683
ID43	0.495109458830791	0.786979016049326	0.0882925768254434	0.115513565538668	0.134439504640787	0	0	0	0	0.87984095349649	0.530597800214869	1.62033412188502
ID44	0.612862853620191	0.97889802385035	0	0	0	0	0	0	0	0.876160217931455	0.489605820764659	1.59176087747054
ID45	0.833512760572664	0.74702641088054	0.026014432538784	0	0	0.00740161463290767	0	0	0	0.837593452704754	0.54653464390312	1.6139552186249
ID46	0.0811083547454107	0.7161750867967	0.547324808580599	0	0	0.31769187480766	0	0	0	0.910619917099725	0.60454729421538	1.66230012493037
ID47	1.61007235711478	0	0.0524829922583456	0.00513055499297957	0.00449044697316506	0	0	0	0	0.777530568833291	0.879686295864631	1.67217635133927
ID48	1.14103977968157	0.411739123799559	0.0854838152839477	0	0.0060545723349096	0.00122931117848281	0	0	0	0.805393856812544	0.639031540114415	1.64554660227846
ID49	0.16932047429948	0.945652173420512	0.417261640810509	0.092100904861715	0	0.00643887085968701	0	0	0	0.914283570361087	0.547499724523131	1.6307740642519
ID50	1.01074397004967	0.238856513233696	0.0666901742430151	0.355472853222031	0	0.000477522602852871	0	0	0	0.793051049259351	0.619680274539661	1.67224103335127
ID51	0.0435015084776898	0.0314355541437711	1.14606570396781	0.409780592630459	0	0.0870340342426452	0	0.0628645963192297	0	0.914539150934633	0.573466975253114	1.78068198978161
ID52	1.50918169742586	0.121692068260899	0	0	0.0140707032478777	0	0.011754807098131	0	0	0.785809752658904	0.820739801768452	1.65669927603277
ID53	0.898626253446866	0.553149491062854	0	0.0158189447589296	0.128882112090633	0.0341310332575844	0.000621448480822009	0	0	0.834805909937359	0.551824623300843	1.63122928309769
ID54	0.48244303595938	0.72115284268153	0.18655398841856	0.243883548953141	0.00443610843281998	0.0197393083748594	0.000733046338915877	0	0	0.86518782566094	0.567668530111072	1.65894187915921
ID55	0.455655243210199	0.463016912132908	0.00365649550587941	0.735226895628782	0.00130710682417381	0.0235391530173797	0	0	0	0.878996311016703	0.551799699837595	1.68240180631932
ID56	1.27569300888221	0.0501057769191902	0.330480394921036	0	0	0.0300044208649015	0	0	0	0.781608211261839	0.702971683446959	1.68628360158733
ID57	0	0.260326320904638	1.29539921447154	0.180014218930024	0	0	0	0	0	0.914044971524415	0.537172570548081	1.7357397543062
ID58	0.681922238872469	0.0805126913183914	0.919686904887288	0.0138277182798149	0	0.0215140656016975	0	0	0	0.8233971374105	0.579650054164798	1.71746361895966
ID59	1.3317572542764	0.24608779289064	0.0531168698860277	0.024417634036328	0.000858867788422505	0	0	0	0	0.792642767934866	0.723144179180636	1.65623841887782
ID60	0.105159217847926	1.17259103241887	0.122571323809492	0.0725782300624802	0.0783164562561665	0.0507807841113422	0	0	0	0.921929705585439	0.490985924329205	1.60199704450628
ID61	0.251708480748498	0.387099393913319	0.0598544550709694	0.632414506058215	0.336850248785077	0	0	0	0	0.90256526033858	0.579754038519303	1.66792708457608
ID62	0.145904460103642	0.145363758430748	0.66445499926307	0.656231855933748	0.0370362332033165	0.0881820107837329	0	0	0	0.912197255165142	0.61618224249495	1.73717331771826
ID63	0.035231932067736	0.572619447246632	1.07545503061311	0	0	0	0	0.0010293332057195	0	0.914913554862087	0.548928925722297	1.6843357431332
ID64	1.10867292015399	0.284955633383637	0.26682235755791	0	0	0	0	0	0	0.799329472521619	0.63237650662719	1.66045091109554
ID65	0.196410993319899	0.435272469566025	0.295458243092649	0.530965235286993	0.129144886278621	0.0968136018677837	0	0	0	0.910509646175157	0.635330214502999	1.68406542941197
ID66	0.0883886512749187	0.0174318285644912	0.246954678767244	1.37740009185174	0	0	0	0.0409346251600119	0	0.934068793607884	0.441442033605962	1.77110987561841
ID67	0.46200757073335	0.249350737739362	0.850688727837324	0.0359972719717559	0.0587993404544889	0.0103548939434303	0	0.0334867294135102	0	0.866238197091362	0.582743016819584	1.70068527209322
ID68	1.48774459696684	0.135361642152799	0	0.0350222464034894	0	0.00214813408316161	0	0	0	0.7844501557912	0.809017814611505	1.66027661960629
ID69	0.165669489837516	0.0508556084345662	0.213728841287619	0.587934780622536	0.576418935966676	0.0902689254441614	0	0	0	0.896549028025376	0.572707930593985	1.68487658159307
ID70	0.488073282118254	1.05542347801347	0.0268054007665012	0.0194215315367482	0	0.00377683986624468	0	0	0	0.892852812743453	0.477572734108556	1.59350053230122
ID71	0.475088120891307	1.01287888365285	0.0460318971913947	0.0633542006448774	0.000313506460968054	0.00219749932377912	0.00439834922802866	0	0	0.894615884951243	0.48542774968706	1.6042624573932
ID72	0.156779002757342	0.991694179732538	0.325064764561819	0.0480559369006336	0.0760191447909048	0.017531826113071	0.0055083418405064	0	0	0.919759916400598	0.534844776848952	1.62065319669681
ID73	0.864172780610829	0.381519564594806	0.322002709179316	0.0539682540726989	0.0345099425815	0	0	0	0	0.815081892225382	0.578446936436166	1.65617325103915
ID74	1.49853606535286	0.00594527431686044	0.118109974421811	0.049287052514332	0.00627023463687657	0	0	0	0	0.778176209321138	0.812028722836273	1.67814860124274
ID75	1.38998622562729	0.139519086744792	0.142532911557818	0	0	0.00259019515272016	0	0	0	0.785509903258893	0.750963497936898	1.67462841908262
ID76	1.02244203493122	0.409216314940798	0.0309319880373358	0.182777202275089	0	0.00956859851223096	0	0	0	0.804084755072512	0.609192600680382	1.65493613869667
ID77	0.40034033988641	0.263608215997515	1.04018113749169	0	0.00115433935111544	0	0	0	0	0.879815582051476	0.559433663830502	1.70528403272673
ID78	1.22655576944373	0.378546508368552	0.0381752809348603	0	0	0	0	0	0	0.799319001229383	0.678457885492126	1.64327755874714
ID79	0.363836141693328	0.206125344941788	1.09918599541993	0.0270261599389969	0.0190747729083526	0	0	0	0	0.886519483182654	0.556957040228413	1.7152484149024
ID80	1.54823462688643	0.00317709326808753	0.110882370485408	0.0146656712327315	0	0	0	0	0	0.776803705409456	0.842227623074227	1.67695976187266
ID81	0.599593032312784	0.329143965251253	0.743778566064658	0	0.00485159635305876	0	0	0	0	0.837880904565887	0.577296531172274	1.67736715998175
ID82	0.849098817104873	0.44950026617422	0.262663752684224	0.0955732015727065	0	0	0	0	0	0.812245148413257	0.582433706591204	1.65683603753602
ID83	1.20424221921868	0.431155488491944	0	0	0	0	0	0	0	0.803326000586741	0.668634804837176	1.63539770771063
ID84	1.3957226325135	0.0287871003300991	0.0864028831699359	0.103168072617295	0.0127724527168206	0.054244844624145	0	0	0	0.781356129272433	0.753034197191267	1.6810979859718
ID85	0.04310296799557	1.13395074883892	0.410923011071412	0.0154590823398616	0	0.00344311755990866	0	0	0	0.912588551972511	0.510651444085724	1.60687892780568
ID86	1.52837187844925	0	0.100859733579706	0.0489527780956177	0.00137002013889174	0	0	0	0	0.778265450933964	0.827087644783871	1.67955441026347
ID87	0.27040869211192	0.12161872475173	0.16256433071312	0.00993751677608942	1.05077282160133	0	0	0.00672514386947408	0	0.901454726941033	0.441660729447133	1.62202722982366
ID88	0.938637910912074	0.645945122612254	0.0330966203232254	0	0	0.00380909354249027	0	0	0	0.825333792426862	0.573410184601116	1.62148874739004
ID89	1.4857696667251	0.0356536679536663	0.0736977280977134	0.0652839689842784	0.00584999994197659	0.0112140483219698	0	0	0	0.780508744010813	0.802111724520153	1.6774690800247
ID90	1.65864261722315	0.0111913625310251	0	0	0	0	0	0	0	0.778491261651278	0.909481023841314	1.66983397975418
ID91	0.176604797986312	1.07680960181827	0.188047963084748	0.089153299900577	0.072599293104447	0	0.00188241139484287	0.019373237930091	0	0.922580635951559	0.509512773667077	1.62447060521929
ID92	0.673494384690692	0.607419751353131	0.144976294133718	0.1679328766737	0.0173077347226595	0.0382601989589845	0	0	0	0.83590410506271	0.56463488671323	1.64939124053289
ID93	0.399908758920632	0.605138880866041	0.557647166389709	0.018382427464323	0.07293978815186	0.00739633828248393	0	0	0	0.875984149698287	0.583177396162079	1.66141336007505
ID94	1.27122851127052	0.350709557707788	0.02552206739241	0	0	0	0	0	0	0.79668598715497	0.698376279651699	1.64746013637072
ID95	0.126499936739241	1.23051171104202	0.183691157778804	0.0380455759213929	0	0.015974871773494	0	0	0	0.917862090376012	0.476834387777777	1.59472325325495
ID96	1.59333577260536	0	0.0821192678655995	0	0	0	0	0	0	0.775756769827755	0.870661732596537	1.67545504047096
ID97	0.539202922881985	0.319243180074216	0.22876228509951	0.557132385550799	0.0163885506914875	0	0	0.03678056071036	0	0.842936025705944	0.597326394773329	1.69750988500836
ID98	1.20448179493035	0.359585804387047	0.005113726335879	0.0433628787805337	0.0173296444888934	0.0157255298883804	0	0	0	0.800704640853172	0.665918172920298	1.64559937881108
ID99	0.968931588069241	0.562165179024544	0.086274184824271	0	0	0.0201587064919902	0	0	0	0.818672843363027	0.583978125637139	1.63752965841005
ID100	0.538208316614078	0.119956275373785	0.301979730435978	0.70756333638582	0.049177640757975	0	0.000541016664868692	0	0	0.847855931154097	0.586208460233142	1.7174263162325
ID101	1.48339349074128	0.0310167978727098	0	0.158522389277823	0.000657278601879502	0	0	0	0	0.779878155366391	0.803935108568684	1.6735899564937
ID102	0.850224983904062	0.711950248116185	0.0464914123135282	0	0	0.00647530771298875	0	0	0	0.834769324898201	0.551309218222484	1.61514195204676
ID103	1.48907046558554	0.149645849840509	0.0142099416614123	0	0	0.00345255466952726	0	0	0	0.785787624182611	0.810420311670087	1.65637881175699
ID104	0.362946251796612	1.13098654453135	0.0200142453266085	0.0632389984351765	0.00577551123724075	0.00859434835820038	0	0	0	0.908007081275833	0.469516282929014	1.59155589968518
ID105	1.22254813781687	0.417855511931034	0	0	0	0	0	0	0	0.805807187190735	0.669400545003723	1.64040364974791
ID106	0.485968851706934	0.922374748911858	0.167767380026532	0	0.0164604966082444	0.0176694210216141	0	0	0	0.887283292399338	0.506352839889356	1.61024089827518
ID107	1.45059877455972	0.00426842583214494	0	0.128208487436462	0.0805706576053718	0.00794772321309958	0	0.00633574665579652	0	0.784520327177362	0.779451784665603	1.6779298153026
ID108	1.48857916131516	0.0971417293105093	0.0869506446567026	0.000177251066809837	0	0	0	0	0	0.782703089229447	0.804944589543074	1.67284878634918
ID109	0.0241946534663758	0.650779796293492	0.220335410514802	0	0.565019612704778	0.113921990342103	0	0.0570920596238388	0	0.899336919803983	0.56968092233852	1.63134352294539
ID110	0.0953371770936611	1.2745662211111	0.0978769460387498	0.0128017475099389	0.0309688257548833	0.0276519914397314	0	0.0557127120240036	0	0.925343084287638	0.459710997686905	1.59491562097207
ID111	0.908691369349025	0.575320237553601	0	0.0667259100061714	0.0276302796657144	0.00563395930173613	0	0.0543398686770476	0	0.829537911181544	0.5602211207485	1.6383416245533
ID112	1.4124746221307	0.234502792367798	0	0	0	0	0	0	0	0.791256763036473	0.768837442800657	1.64697741449849
ID113	0.654598581355437	0.460387387039069	0.544924105060949	0	0	0	0	0	0	0.829536855071127	0.576843767658323	1.65991007345546
ID114	1.65242017148213	0.0106543009229489	0.0108189701904821	0	0	0	0	0	0	0.778568775771625	0.902979866030126	1.67389344259556
ID115	0.0203826318747658	0.94609239868072	0.443515546312756	0.0304421677373205	0.173272896221797	0	0	0	0	0.909334623256205	0.559376756879343	1.61370564082736
ID116	0.0953015154244028	0.981519077657253	0	0.304930767708196	0	0.0131666956196413	0	0.273264661951662	0	0.926285679316531	0.540539817455756	1.66818271836116
ID117	0.212795590512202	0.811535662528048	0.384279297610353	0.203675138236819	0	0.0384686378378224	0.0022878922837172	0.000483427494487395	0	0.908945342457445	0.582867123773201	1.65352564650345
ID118	1.26505314599334	0.245599177737369	0.00491380531992863	0.0318160612098582	0.089332493427356	0.00692872638796346	0	0.0209485391480038	0	0.799768540093743	0.682653812660172	1.66459194922382
ID119	0.316033498019554	0.268674895087438	1.02757624790969	0	0.0766298582989249	0	0	0	0	0.893073492447891	0.566152424134869	1.68891449931561
ID120	1.01640441765359	0.433857756843307	0.129357913782221	0.0555980863033985	0	0.0184512211866691	0	0	0	0.805495885064311	0.606526278364392	1.65366939576919
ID121	0.208942048192397	0.366136126363671	0.639156197432744	0.496323034895619	0	0	0	0	0	0.901096410858553	0.623678220933701	1.71055740688443
ID122	0.300640891466545	0.815127457199631	0.346462090279143	0.0971352969223924	0.052841900409905	0.0213889309741327	0	0.00740096719515774	0	0.904921052330131	0.562763307019895	1.64099753444691
ID123	1.33908649564925	0.0923645280342782	0.0403641362872659	0.208671475126256	0	0	0	0	0	0.782795373194513	0.7280986973561	1.68048663509705
ID124	1.09717300181043	0.283340346531901	0.0513005102096142	0.140743553467877	0.0518097775386245	0.0469630939591323	0	0	0	0.802389310850926	0.621808933651578	1.67133028351758
ID125	0.768200808521843	0.768014079632788	0	0.070892252202724	0	0.00239214742414832	0.00271825951977776	0	0	0.846007509836697	0.532699250077897	1.61221754730128
ID126	0.164490836449463	0.0911284325158704	0.603533932617569	0.304051453378074	0.204540304620375	0.345448964763654	0	0	0	0.887544848448608	0.669768957047482	1.71319392434501
ID127	0.737712041312662	0.378047354153266	0.554333996067119	0	0	0	0	0	0	0.819542118569755	0.579431191427841	1.67009339153305
ID128	1.28650046180773	0.266963439243273	0.0553597668582161	0.040695413989731	0	0.00679827210016369	0	0	0	0.792105797692002	0.704590837184625	1.65631735399912
ID129	0.954857020581304	0.405352787411616	0.231278926580364	0.0259292792401694	0	0.0107793750256983	0.0456411647167833	0	0	0.806287350689299	0.594654152855089	1.67383855355594
ID130	0.0741397972129363	1.1716630216471	0.229736751229598	0.109938892314145	0	0.0110035897512487	0	0.00863284259203025	0	0.919722103631002	0.497013226097176	1.60511489474706
ID131	0.285715285617469	0.820615416276279	0.45836760955742	0.0248218488756652	0	0.0483455460029649	0	0	0	0.901652189772493	0.561403064947889	1.6378657063298
ID132	1.62239673112047	0.0391017223622797	0	0	0	0	0	0	0	0.781043985740129	0.889092547795269	1.66149845348275
ID133	0.603353190862663	0.269723013857319	0.80335102363076	0.0108763805882059	0	0	0	0	0	0.834848086089079	0.579694972860903	1.68730360893895
ID134	1.18346759261357	0.218750461820631	0.181086335095365	0	0	0.0846867731211634	0	0	0	0.790139851138191	0.663514981548158	1.66799116265073
ID135	0.0945201813208201	1.39829324408225	0.0646950406608674	0	0	0.00689846039714852	0	0	0	0.924995300716924	0.423870538697528	1.56440692646109
ID136	0.986786306611766	0.449185136978419	0.210334704578769	0	0	0	0	0	0	0.807299390927622	0.600657212735847	1.64630614816895
ID137	0.611149182198541	0.976858705716984	0	0	0	0	0	0	0	0.877185068902204	0.487978099257825	1.58800788791552
ID138	0.615187277879974	0.877172177928003	0.107493746535479	0.00686893554266379	0	0	0	0	0	0.866565390408406	0.512312537067668	1.60672213788612
ID139	0.17503251561726	0.090596370019276	0.113009744381711	0.0176694714238595	0.0631571301165451	0.736848185332863	0.321534900544557	0.269772781245961	0	0.889346144208981	0.626016925336868	1.78762109868203
ID140	0.0213906677242628	1.51435202621853	0	0	0	0.00330728483694188	0	0	0	0.924552917672825	0.402716302039738	1.53904997877973
ID141	1.67059728186886	0	0	0	0	0	0	0	0	0.779305067700002	0.914810871810718	1.67059728186886
ID142	0.121557128119093	0.683995310803988	0.210931123940938	0.556380503181624	0.0260117581994859	0.0717576385996263	0.0104548371784388	0	0	0.923159139660744	0.59451286306878	1.68108830002319
ID143	1.60814026663127	0.0519170792608502	0	0	0	0	0	0	0	0.782035438680983	0.880121925247673	1.66005734589213
ID144	0.057307462068454	0.970344893662254	0.518783117404151	0.00137716277528338	0.0488516615777201	0.0315368776361905	0	0.0117368429789809	0	0.918036971012298	0.546403289418732	1.63993801810303
ID145	0.858948020999722	0.433627750697669	0.0667095256092162	0.20533960519115	0.00948371473726707	0.0897775734225512	0	0	0	0.809514203215115	0.586218492542019	1.66388619065758
ID146	0.420878147309465	0.929484506463047	0.0452568757302152	0	0.19456157480933	0.00459322246985897	0	0	0	0.903057652837912	0.490965048188443	1.59477432678192
ID147	1.41715442958083	0.227897635069227	0	0	0	0.00657996898341126	0	0	0	0.790751639081305	0.769516072617345	1.65163203363347
ID148	0.580084482897499	0.206788907212206	0.87590461410147	0.0321547963865158	0	0	0	0	0	0.838500070376302	0.578705383785725	1.69493280059769
ID149	1.25345892081326	0.386189048160773	0	0	0	0	0	0	0	0.798868292580431	0.69199788804302	1.63964796897403
ID150	0.195773847865046	0.843886584380265	0.597164753178842	0	0	0.0031761341205561	0	0	0	0.906140347439863	0.55910657057302	1.64000131954471
ID151	1.16506752723349	0.282988301626636	0.0426121303934839	0.17894230468977	0	0	0	0	0	0.793964078043315	0.653887493624087	1.66961026394338
ID152	0.41406359689011	0.646903713660261	0.588721909057141	0.0024175842825672	0	0	0	0	0	0.873269306394141	0.572019992503537	1.65210680389008
ID153	0.5711584940914	0.137346827075514	0.535204884544336	0.421001739116381	0.0473009133932883	0	0	0	0	0.825657386610808	0.612129719376318	1.71201285822092
ID154	0.0462337498583489	0.623674973600264	0.857213319684178	0	0.0344369022296745	0.114582742702149	0	0	0	0.913196288733304	0.588973283942065	1.67614168807461
ID155	0.486420531441091	0.726862352646382	0.101182555970355	0.14206494697842	0	0.0615077245495379	0.14532747791302	0	0	0.863435795907477	0.571531477375415	1.66336558949881
ID156	0.98245434967781	0.332184371212286	0	0.284267540880117	0.0484318444455781	0	0.0164177831025353	0	0	0.810686795101107	0.591503184950343	1.66375588931833
ID157	0.0158617232550253	1.1992476703158	0.338535518755604	0	0.00206613501967604	0.0480832380877733	0	0	0	0.916492006875064	0.493933214511999	1.60379428543388
ID158	0.64571026067522	0.918200837444131	0.0248968128411364	0.00375180843683427	0.00540236523271242	0	0.00325097434765008	0	0	0.867054089105939	0.504232823037114	1.60121305897768
ID159	0.409947054215727	0.690899301268431	0.340005980844639	0.189442543437749	0.00439665573106026	0.0230617728967222	0	0	0	0.877799894337457	0.579947621207788	1.65775330839433
ID160	1.33694042575151	0.271382961723617	0.042674747367013	0	0	0	0	0	0	0.792793490641406	0.728785323661942	1.65099813484214
ID161	1.46039805211907	0.0998478661506525	0.0219011144582167	0.0885842478585702	9.39418531758691e-05	0	0	0.00857691609587288	0	0.785323206808849	0.782285015974712	1.67940213853556
ID162	1.31319140268696	0.282521095806308	0	0	0.00157711847767663	0.0510126674129688	0	0.0131619127458445	0	0.796076851956132	0.708607585179158	1.66146419712976
ID163	1.34990237546334	0.00362842091360133	0	0.299351302024467	0.0303541647834458	0	0	0	0	0.780381253345648	0.736182089348467	1.68323626318485
ID164	0.509017988070108	1.05711059023005	0.0206031701192019	0	0.00105907293358886	0.00375819994053428	0	0	0	0.89282327070378	0.472912391700265	1.59154902129348
ID165	0.0952927034857314	0.118412241308397	1.52549424363464	0	0	0	0	0	0	0.914959552494687	0.486154399005024	1.73919918842877
ID166	1.53321887063538	0.126881546792788	0	0	0	9.77988276027223e-05	0	0	0	0.784523359528877	0.834618528598135	1.66019821625578
ID167	0.397622675405255	1.12897991593336	0	0	0.042597499742254	0.0119988167570846	0	0	0	0.907506269556596	0.460227277794707	1.58119890783795
ID168	0.64372477453305	0.641216273860635	0.270420529765116	0.00429071838244541	0.0686923935969734	0.00354539168298562	0	0	0	0.851022854377531	0.545392342016374	1.6318900818212
ID169	1.53774532463541	0.0483101129338371	0.079929116965627	0	0.00241644916248724	0	0	0	0	0.780776477322965	0.835926679681964	1.66840100369736
ID170	0.584969786375361	0.387356006109823	0.603987431673991	0.105469800797341	0	0.00118527449434359	0	0	0	0.827555705652434	0.598303134560874	1.68296829945086
ID171	0.145781554942331	0.385294184805413	1.16826923778974	0	0	0	0	0	0	0.910048374979819	0.54714377136412	1.69934497753748
ID172	0.499948468638136	0.419920295263555	0.647288646609214	0.0636803463159477	0	0.0473782127198365	0	0	0	0.845400700364446	0.59881127066654	1.67821596954669
ID173	1.39849615092883	0.194126034975246	0.0390301924380624	0	0.0204667327697931	0	0	0	0	0.790380767130463	0.759345948633586	1.65211911111193
ID174	0.0812173120165616	0.125050206437541	1.50158395546927	0.0288100716497392	0	0	0	0	0	0.918882386409478	0.486672300778437	1.73666154557311
ID175	1.17872064003651	0.0511995147274172	0.456764903268143	0	0	0	0	0	0	0.784335433047028	0.668271190250584	1.68668505803207
ID176	0.665502056713059	0.338852583339616	0	0.310279380839629	0.188196964592812	0.141870674706349	0.0245809049522835	0	0	0.831157026481181	0.580702366019235	1.66928256514375
ID177	0.901480425867845	0.704381235899683	0	0	0	0	0	0	0	0.832320149559476	0.560547826370753	1.60586166176753
ID178	0.0786058710281669	0.464751569154726	1.06668063540723	0.0836615978966228	0	0	0	0	0	0.915001299985544	0.564859548972058	1.69369967348675
ID179	0.252430417739174	0.364170923658348	1.07247413349672	0	0	0	0	0	0	0.901886260285645	0.557469804331506	1.68907547489424
ID180	1.29200362622954	0.117673077725694	0.223550213537595	0.0418875875305604	0	0.00115237823013008	0	0	0	0.785655314456658	0.706209505592925	1.67626688325352
ID181	0.0866981573572602	0.0207190663274801	1.05908985457688	0	0	0.168524577955818	0.360852935197329	0.100477180106932	0	0.907808379253453	0.597782568433004	1.7963617715217
ID182	0.110859150465072	0.364003374520993	0.0742373757427293	0.732806453339522	0.0699015450892757	0.360619317757053	0	0	0	0.925788942709987	0.594528654113481	1.71242721691465
