diff	method	para
0.417760621644009	alpha_1	simulation7
0.0673699316500026	alpha_1	simulation7
0.0135114828884258	alpha_1	simulation7
-0.0776124836298678	alpha_1	simulation7
-0.0368118264019031	alpha_1	simulation7
-0.0912761046496387	alpha_1	simulation7
-0.258143422835606	alpha_1	simulation7
0.0102169729091066	alpha_1	simulation7
0.158500476853085	alpha_1	simulation7
-0.00116326461683278	alpha_1	simulation7
0.0654721033466216	alpha_1	simulation7
0.10075484118663	alpha_1	simulation7
-0.115777330218141	alpha_1	simulation7
-0.0892469421777293	alpha_1	simulation7
-0.0757645116019274	alpha_1	simulation7
-0.0609837000619975	alpha_1	simulation7
0.114260006794895	alpha_1	simulation7
0.303249199236226	alpha_1	simulation7
-0.0345122240652551	alpha_1	simulation7
-0.145927105245598	alpha_1	simulation7
-0.106120218782125	alpha_1	simulation7
-0.0703120483092713	alpha_1	simulation7
-0.0359730288878573	alpha_1	simulation7
-0.0494831826885292	alpha_1	simulation7
0.104740692748521	alpha_1	simulation7
0.313995762777052	alpha_1	simulation7
-0.0779914129036634	alpha_1	simulation7
-0.147450118929931	alpha_1	simulation7
-0.076833219574128	alpha_1	simulation7
-0.0578334789879686	alpha_1	simulation7
-0.0313548279940482	alpha_1	simulation7
-0.0575618394075804	alpha_1	simulation7
0.230493497313085	alpha_1	simulation7
-0.0612669878954503	alpha_1	simulation7
0.00711705837151998	alpha_1	simulation7
0.12611398402119	alpha_1	simulation7
-0.0732597025805724	alpha_1	simulation7
-0.0784661156485493	alpha_1	simulation7
-0.133515411949942	alpha_1	simulation7
-0.0189615298680437	alpha_1	simulation7
0.114710939217965	alpha_1	simulation7
-0.128434442532463	alpha_1	simulation7
0.0520075489824196	alpha_1	simulation7
0.223791702605045	alpha_1	simulation7
-0.110962952294498	alpha_1	simulation7
-0.0641121893812192	alpha_1	simulation7
-0.0587991293116581	alpha_1	simulation7
-0.0613975094378445	alpha_1	simulation7
0.382708581957688	alpha_1	simulation7
0.105685240793345	alpha_1	simulation7
0.00155594749456771	alpha_1	simulation7
-0.0923688445742704	alpha_1	simulation7
-0.0514435881189906	alpha_1	simulation7
-0.0895146216375138	alpha_1	simulation7
-0.232279429286928	alpha_1	simulation7
0.0134382527576421	alpha_1	simulation7
0.400240234551405	alpha_1	simulation7
0.0700685288037189	alpha_1	simulation7
0.0123445972580823	alpha_1	simulation7
-0.0670782644683344	alpha_1	simulation7
-0.0465425856453005	alpha_1	simulation7
-0.0907394205800443	alpha_1	simulation7
-0.24325772894655	alpha_1	simulation7
0.00587169248833356	alpha_1	simulation7
0.250541353599261	alpha_1	simulation7
0.23190498404199	alpha_1	simulation7
-0.0395482271137749	alpha_1	simulation7
-0.117022261215554	alpha_1	simulation7
-0.0822174853086129	alpha_1	simulation7
-0.0744253945188403	alpha_1	simulation7
-0.14217865184255	alpha_1	simulation7
-0.0174389352941005	alpha_1	simulation7
0.291126638799864	alpha_1	simulation7
0.212174205055265	alpha_1	simulation7
-0.033480765508694	alpha_1	simulation7
-0.115430526779193	alpha_1	simulation7
-0.0778069961045798	alpha_1	simulation7
-0.0778782256917586	alpha_1	simulation7
-0.168626250667784	alpha_1	simulation7
-0.0117129186365115	alpha_1	simulation7
0.426128683750035	alpha_1	simulation7
0.0395191506919546	alpha_1	simulation7
0.0169671562370246	alpha_1	simulation7
-0.0647368482565825	alpha_1	simulation7
-0.0380068100585607	alpha_1	simulation7
-0.084710495167141	alpha_1	simulation7
-0.264642147722604	alpha_1	simulation7
0.0141431599710806	alpha_1	simulation7
0.258529767434066	alpha_1	simulation7
-0.000732144191832484	alpha_1	simulation7
0.0385520332084555	alpha_1	simulation7
-0.0196968612086973	alpha_1	simulation7
-0.0489779810170927	alpha_1	simulation7
-0.0573325141278337	alpha_1	simulation7
-0.145780891881729	alpha_1	simulation7
-0.0283374041321522	alpha_1	simulation7
0.439201455649913	alpha_1	simulation7
0.0203822216279478	alpha_1	simulation7
